content,sentiment
Clinton ganó voto popular y Trump el colegio electorado. Adivinen quién es presidente electo,NONE
"@Maceji87 sorry x el delay, pero el app arranca cuando quiere...Abrimos de Lunes a Sábado a las 6pm",NONE
Escucho a @HillaryClinton porque no me aguanté y no puedo creer aún que hayan elegido sobre ella a @realDonaldTrump Es realmente triste.,N
@piladetrastos @tsaitami porque al final siempre llegan a lo mismo: es que ella debió asumir más su lado femenino,N
No es posible que Trump vaya ganando las elecciones y que yo aún no me gane una pizza de @OterosPizza. ¡¿Qué es esto?!,N
@SalgueroMoya por cada acción cometió como 4 delitos a la vez. Eso se llama concurso ideal. O material. Ya no me acuerdo,NONE
@RacheliuxCastro @jkriptos tenemos pendiente un vacío whisky y habanos. Como que este fin complicado,N
Bill Clinton ya está muy viejito,NEU
@dianalaa32 Es una escena de uno de los documentales más respetados sobre naturaleza ('Planet Earth' de la BBC). Dudo que sea montado.,P
Hoy es un buen diaaaa,P
Ya no es tan divertido,N
"Necesito plata, mi regalo de cumpleaños no alcanzó para la ropa de navidad y año nuevo",N
"Yo quiero enseñar mis bolas en facebook, pero su política de desnudos es muy estricta. Mejor no.",NEU
@saywhatmini Hermosa verdad? ️ Me toca quitarlas porque no puedo mostrar caras,NEU
Vean los nuevos emojis #iOS102 El aguacate 🥑,NONE
Tan triste mi vida que me hablan en Snapchat solo para decirme que mis animales son lindos,N
"@ChicadeHumo7 , no hay que sentirse mal por ya no querer creo que es bueno saber lo que uno quiere y lo que no",P
Estornudé y me mordí la lengua porque mi suerte es así,N
"Ya 3 veces me ha dejado mamando, pero la verdad lo veo tan guapo...",NEU
"Suerte nivel, llame a la pizzeria para pasar por una pizza y llueve cuando deje mis sombrilla perdidas",N
Estoy así de hacer una estupidez,N
Les parece que soy una persona odiosa? a cada rato me dicen eso y que tengo cara de amargado,N
El huequito del septum no se me ha cerrado por completo pero ya no me cabe la pieza,NONE
@elinvisiblesoyo jajaja aquí la confianza virtual,NEU
@deprotti la ex novia de 30 vrs Sabina para finalmente aceptar que estas viejo,N
"...y todo lo que hagan, háganlo con amor. 1 Corintios 16:14 Buen dia a todos",P
Buenos días @Rubiu5 que pases un buen día,P
Me estaba sacando las cejas y como se me ocurren cosas geniales decidí arrancarme una pestaña y ahora me duele el párpado y se hinchó,N
Las canciones de Juanes y Julieta Venegas siempre me hacen muy feliz,P
"Viendo FOX pasan portadas de periódicos deportivos solo en CRC no, porque no tenemos periódicos deportivos",N
"@avargas10785 yo hago eso, sino nadie contesta, así ven que no es mi culpa que no se muevan las cosas, perdón por vivir",NONE
@edgumaco yo siempre deseo eso y cuando estoy libre;como hoy> ando desde temprano dando vueltas y sin sueño,N
"Ya no tengo libro para leer ni serie para ver, mis noches se están volviendo aburridas",N
"Mi imposible quiere irse a Europa. Yo tenía pequeñas esperanzas sabiendo que era imposible, pero ahora se las lleva para Europa",N
"@David_Gato5 Mae esque mi top 3 son Dez Bryant, A. Brown y OBJ La de Zek viene de cuarta",NONE
@demimendozaa Obvio ya quiero llegar y verte Así que de una vez organiza Ixma,P
"@Residente y fui a buscarte xq habías agarrado x otra calle, venias hacer un concierto, y bueno pues te encontré al final! Jeje saludos",P
"@Valavb así es, aquí estamos pasando algo similar en estos días",NEU
"@andrest_12 ahh ya ya jajaja. Bueno, buenas noches, que descanse",P
"@tigreshooligan ay tan lindo amigo!! Gracias. Espero que jueguen con rencor, porque se hacen imparables cuando están resentidos",P
"@ticotraveleando ingrato, solo porque usted sí",N
@Zunga a mi solo me quedan 5...ya casi veo la Luz,P
Ay qué bonito todo! Demasiado extraño no estar sufriendo a estas alturas Vamos Seleeeeee,P
@LovatoMyLight jajaja exacto! Esta todo igual solo que mas serio pero nada de declaraciones aun. Solo que siempre nos decimos asi.,NEU
Mi familia ya empezó con villancicos a todo volumen 24/7 y yo que tenia mi musica puesta y me la quitaron,NONE
"@stephvald callese mae jajajaja, el carro estaba bastante duro mae Jaja",NEU
Lo malo de las indirectas esque son como un chisme pero a medias! Y así no se puede..,N
El otro año va a ser diferente y tiene que ser diferente,P
@AndresCastg verdad? Que triste que se haya llegado a ese punto,N
La vara es que odio las materias teóricas y amo cocinar,NEU
Mami va a bajar la velocidad del internet pero mejor eso a que lo quite,P
Hoy me desvelo de nuevo,NONE
Mi papá emocionado hasta las lágrimas con los tenores... hay conciertos que se quedan en el alma para siempre.,P
Me gusto mucho #AHSRoanoke fue una temporada muy buena y mucho miedo pero corta ya estoy ansiosa por la temporada 7️,P
"@Alejandro__Ge hay que pulsearla bastante, lo he intentado un par de veces y nada Pero que buena foto mae.",P
@AdriantixYT yo talvez no vuelva a yt por asuntos personales,NONE
@EdySmol Me encanta que resaltes la moda sin ser superficial sino siendo un excelente crítico! Saludos desde Costa Rica!,P
Lela me escribe Yo le respondo Lela me deja en gris,N
"@nathy_ab Tome un descanso y apenas esté de nuevo al 100% vamos a Dairy Queen, esta bien?",NONE
@EdySmol Correcto! Es pura arte. Mejor no lo pudiste describir. Felicidades!!! Bendiciones!,P
Nadie quiere ir a tomar café conmigo,N
"@HolaSoyBataa Pero interrumpiste en mi sueño, perdí el sueño en ese momento y gracias a ti no fui a trabajar porque me quede dormida",N
"Que bonito es anunciar que los excedentes de la Asociación Solidarista, ya estan depositados",P
"Aún no puedo salir de la U porque la tarifa de Uber está alta, me escupo",N
@wheeeing lo mejor es que no sé ni que voy a estudiar,N
"@Kengope oh, yo es que estaba curioso de Google Play Music. Apple Music no me sirve",N
Estos #CinnamonRolls traen muchas pasas... puro sabor a #Navidad!!! #ProsanaFoods #EstaciónGourmet,P
"@cinn_gc10 Un chivi que hace videos y es más tocándose el cabello que video haciendo ""algo divertido o entretenido"".",NEU
"@itsshirrley hizo un tiempazo en una ruta desafiante, ¡felicidades! Es muy muy campeona ️",P
Me hice un sándwich. En vez de queso le puse leche condensada y aún así lo puse a tostar,NONE
En Face Oswar me deja claro que no soy su amiga,N
@_void07 ¡CALMA PUEBLO! Todo va estar bien. Solo vaya presente todo y haga su fucking examen tranquilo.,P
"Este año más que otros ocupo trabajar esta temporada navideña, ocupo plataaaaaa! Si alguien sabe de algo me avisa",NONE
@kabek Y suuuuper diferente a sus trabajos anteriores! Tengo que comprarlo tho porque no esta disponible en apple music,NEU
"Me gusta el rumbo que mi vida esta llevando, me siento tranquila y contenta conmigo misma",P
Lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo.,N
"Que ladilla, yo soy chevere",P
Solo actividades de mi interés me hacen levantarme a las 4am de menos jamás en la vida.,NONE
Después de una semana comiendo en México a un precio ridículo... lo último q haría es ir a la Feria Gasto-nómica #lluviaencasa,N
Hoy nos tocó de últimos en el Festival Navideño de PZ y lloviendo. Adivinen cómo quedé.,N
Ya cambiaron al modelo d Paco Rabane. el que estaba antes era un muñequito yico.,NEU
Extraño mis siestas de todaaaa la tarde,N
@vivihbena ahhh pero ahí estaban las rubias -.- jajaja ( que mal que no se te quite),N
@gpenavalle De las impotencias más grandes. Entiende uno qué significa la resignación,N
No sabía que el amor de mi vida iba a cantar. Hubiese visto el programa.,NEU
@Kevoludo24 todo está súper barato porque casi nadie fue el festival.,N
Ahora sí es oficial... tengo el trabajo más chiva que podía pedir,P
"@vikyro18 sii claroo, en play 3 podés comprarlo por 5 dolares. Pero ya en ps4 no",NONE
Qué feo es tener que terminar con alguien; y más cuando las dos personas aún se aman pero el entorno no es favorable.,N
Ayer fui a @subwaycr y aún no estaban listos para recibir donaciones de puntos,N
Casi me aplasta un árbol pero lo bueno es que en la casa ya llegó la Navidá,NEU
"@rafa514x te creo, solo ganas de trollear",NONE
- se llevo los doritos y los frescos - pero no se llevo EL PAN @MarianaCruz04,NONE
La lluvia definitivo que no me tiee piedad cuando ando en bus,N
Odio a mi profesor de estudios sociales,N
Que asco spotify desde la compu,N
"@FedeOrtegaV Ojalá lo consiga, pero también ojalá la empresa del concierto le dé otra como sorpresa o algo así",P
Me gusta dar los buenos días BUENOS DÍAAAAS!,P
@laqvienedelsol @PilarAcuna Yo la dejé como 3 años y ahora volví. El día que termine del todo empezaré un largo duelo,NONE
@elchamuko me alegro milord! Feliz regreso a su casa en el averno!,P
Lunes con L de Lindo! Gracias Dios por el trabajo,P
"@Mariete772 igual estaba en exámenes finales y estuve muy inactivo, espero volver a la normalidad de ahora en adelante",NEU
@lawanddemons perdón por ser la peor prometo darle mucho amor comprensión y ternura apenas termine el semestre,P
"Hoy hice todo de una manera olímpica, pero algo se me tenía que olvidar. ¡Ah sí! La sombrilla.",NONE
"@Vane_Arcia Sí, era justo y necesario. Lo hice y me siento mejor",P
"@Noy_07 Pues de hecho sí me funcionó, me siento más tranquila después de eso",P
"@MonumentalCR Buenos días, un éxito su maratonica, yo me sumé y sé que van a llevar mucha alegría a personas que están sufriendo",P
"@croq29 @ChisteTipico me ha pasado... Lo peor es cuando sin decirle nada a uno, lo agregan de nuevo jajajaja",N
Preferiría discutir con un umpalumpa que con un (a) cristiano (a) conservador (a) de derecha.,N
@ashzamc Chao con ud!!! En serio no te puedo,N
@MarcosPedzik Muchas gracias por tus palabras. Un fuerte abrazo para vos,NONE
Cansado es poco. Pero saber que hoy se ayudó en algo me hace feliz.,P
@ASuicideBoy me siento muy identificada con tus tweet y vi tu cuenta porque mi mejor amiga aveces da rt a tus cosas,P
"@CamposGeovanni en eso estamos claros, pero yo tengo fe en que los ticos somos solidarios cuando mas se necesita",P
Mi mejor amigo me llamo que ya venía llegando a mi casa Tengo 25 minutos esperándolo,N
@titabobra aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,NONE
"@Mausaga vieras dolor jure nunca más volver a ese lugar, queda en PZ para los interesados",N
"@Oski_1991 Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.",NEU
"Senasa NECESITA casas cuna, apúntense no hay suficiente presupuesto para todos los animalito afectados",NONE
9 horas de que se fue del pais y ya la extraño,N
@jaoc03 que buena fiesta se pegaba uno,P
"Hasta ahora me entero de que existe la carrera de ""investigador de animación japonesa"", he desperdiciado mi vida",N
"Hoy hice el gol de mi vida, perdimos 8-1 pero hice el gol de mi vida",P
"Le envié una foto a Ignacio y me dijo ""Que picha más fea""",N
@Tia_Yeye @Jacko_Pinto no sabia que eran pareja.,NONE
La lluvia definitivo no me tiene piedad cuando ando en bus,N
@rebsvargas Un masculino adulto que es fanático obsesivo de My Little Pony,NONE
@UnZorro88 a mí me gustan de hecho,P
@malamujer Ojalá pudiera darte el abrazo en vivo o al menos acompañarte hoy. Siento mucho lo de tu primo,NONE
"¡Hoy habrá nuevo campeón!, que pase lo que sea, que @MagnusCarlsen sea campeón o que @SergeyKaryakin pierda #CarlsenKarjakin",P
"Pero en realidad soy mucho menos amargada, maldita y juega de viva de lo que parece. Lo prometo.",P
"@bichoclarke leí el post equivocado aparentemente, me salieron los diseñadores snobs en mi feed",N
@andrearivl me voy a morir quiero verlo en vivo y tigo no tiene CBS,N
Pues que dicen que hubo #temblorcr y yo ni me di cuenta porque pasamos ensayando típico.,NONE
"@kathysjo excelente, que grande que está",P
"Quiero demasiado el balde de pollo, cebolla y papas fritas de la Papería. Alguien lléveme",NEU
"#MisPropositosPara2017Son buscar un mejor amigo, necesito a alguien!? nadie?",N
"Que enfermería tenemos, Gareth Bale se podría perder el clásico",N
@titabobra A mí jajaja y veame aquí con los ojos pelados,NEU
@viborildasigue Abrazos para ti desde aquí Vibo ¡Ahí estaré y listísima para grabar la entrevista!,NONE
@solucionesong ...genial iniciativa que nos puede ayudar,P
"""ESTOY HARTA DEL SEMESTRE "" -Yo, sábado por la noche, resolviendo integrales para encontrar áreas.",N
el amigo secreto de hoy trajo un delicioso arroz con leche,P
"El primer capítulo de la primera temporada de Black Mirror es bien pinche triste, wey.",NEU
"@marioredondo @ingenieractc no da igual, yo soy funcionaria pública y no todos pensamos así.",NEU
"Me siento tan sola por las noches, que duermo con Pariss en la cama de mi hermano",N
@AleArguelloF ojalá sigan juntos mucho tiempo,P
@somekindofEdu pero pensé que luego de jugar juntos todo iba a cambiar,N
Ojala tuviera netflix como en los viejos tiempos.,N
@GaritaCRC ¿Y para que me tienes a mi? Son momentos y nos montamos un canal Re-Pichudo,P
Puedo soñar ridícula pero si lloré porque @smilinglybybau se fue,N
@GuillermoBarqu1 Carepichas esas solo piensan en ellas.,N
Es una verdadera ver que los videos mas caca tienen mas apoyo que los que costaron,N
"@eldiariodedross Mandale un saludito a Jonathan Duarte que esta en el hospital pasandola mal con una operacion, y solo ver tu videos",NONE
@andrea___cr @ccssdecostarica Ufff... hay una discusión enorme sobre esto. La Clínica Mayo dejó de hacerlas por años por los resultados,NONE
Porque si estaba bien me tiene que dar calentura de nuevo ??,N
"Lo peor fue que nos encontramos en un bar, y no le pude hablar x mi timidez",N
@twocannn a mediodía? La próxima no lo dude! Aunque me vea serio yo soy un carajo buena nota!,P
"Ya mi relación no es lo igual con Davi, ella me pierde",N
Primera vez que David cena en mi casa y quiebra un vaso.,N
"@Jorge_Rivera8 la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",N
"@tsaitami Descubrir qué somos está pichudo, diría el patán",N
Les juro que lo stalkeo y mi instinto asesino se activa.,N
¡También tenemos tradición #costarricense! Por supuesto! #Cajeta de leche con almendras! La más rica de todas!!…,P
Lo bueno de verano es que en el grupo hay varios compitas,P
Las tenis blancas no se usan todos los días,N
